Realization,Budget,Rank,Source_unit,Ingredient_Class
14,9,9,Rapeseed cake::RealV6_菜籽饼_sample8,Rapeseed cake
14,12,1,Barley::RealV6_大麦_sample9,Barley
14,12,2,Sorghum::RealV6_高粱_sample9,Sorghum
14,12,3,Brown rice::RealV6_糙米_sample6,Brown rice
14,12,4,Wheat bran::RealV6_小麦麸_sample6,Wheat bran
14,12,5,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
14,12,6,Barley::RealV6_大麦_sample7,Barley
14,12,7,Cassava::RealV6_木薯_sample4,Cassava
14,12,8,Rice bran::RealV6_米糠_sample1,Rice bran
14,12,9,Rapeseed cake::RealV6_菜籽饼_sample8,Rapeseed cake
14,12,10,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
14,12,11,Wheat bran::RealV6_小麦麸_sample4,Wheat bran
14,12,12,Barley::RealV6_大麦_sample5,Barley
15,3,1,Rapeseed cake::RealV6_菜籽饼_sample2,Rapeseed cake
15,3,2,Paddy rice::RealV6_稻谷_sample4,Paddy rice
15,3,3,Brown rice::RealV6_糙米_sample4,Brown rice
15,6,1,Rapeseed cake::RealV6_菜籽饼_sample2,Rapeseed cake
15,6,2,Paddy rice::RealV6_稻谷_sample4,Paddy rice
15,6,3,Brown rice::RealV6_糙米_sample4,Brown rice
15,6,4,Rice bran::RealV6_米糠_sample3,Rice bran
15,6,5,Sorghum::RealV6_高粱_sample1,Sorghum
15,6,6,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
15,9,1,Rapeseed cake::RealV6_菜籽饼_sample2,Rapeseed cake
15,9,2,Paddy rice::RealV6_稻谷_sample4,Paddy rice
15,9,3,Brown rice::RealV6_糙米_sample4,Brown rice
15,9,4,Rice bran::RealV6_米糠_sample3,Rice bran
15,9,5,Sorghum::RealV6_高粱_sample1,Sorghum
15,9,6,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
15,9,7,Rice bran::RealV6_米糠_sample7,Rice bran
15,9,8,Barley::RealV6_大麦_sample6,Barley
15,9,9,Wheat::RealV6_小麦_sample1,Wheat
15,12,1,Rapeseed cake::RealV6_菜籽饼_sample2,Rapeseed cake
15,12,2,Paddy rice::RealV6_稻谷_sample4,Paddy rice
15,12,3,Brown rice::RealV6_糙米_sample4,Brown rice
15,12,4,Rice bran::RealV6_米糠_sample3,Rice bran
15,12,5,Sorghum::RealV6_高粱_sample1,Sorghum
15,12,6,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
15,12,7,Rice bran::RealV6_米糠_sample7,Rice bran
15,12,8,Barley::RealV6_大麦_sample6,Barley
15,12,9,Wheat::RealV6_小麦_sample1,Wheat
15,12,10,Paddy rice::RealV6_稻谷_sample3,Paddy rice
15,12,11,Sorghum::RealV6_高粱_sample4,Sorghum
15,12,12,Sorghum::RealV6_高粱_sample9,Sorghum
16,3,1,Sorghum::RealV6_高粱_sample3,Sorghum
16,3,2,Wheat::RealV6_小麦_sample5,Wheat
16,3,3,Paddy rice::RealV6_稻谷_sample8,Paddy rice
16,6,1,Sorghum::RealV6_高粱_sample3,Sorghum
16,6,2,Wheat::RealV6_小麦_sample5,Wheat
16,6,3,Paddy rice::RealV6_稻谷_sample8,Paddy rice
16,6,4,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
16,6,5,Barley::RealV6_大麦_sample3,Barley
16,6,6,Barley::RealV6_大麦_sample9,Barley
16,9,1,Sorghum::RealV6_高粱_sample3,Sorghum
16,9,2,Wheat::RealV6_小麦_sample5,Wheat
16,9,3,Paddy rice::RealV6_稻谷_sample8,Paddy rice
16,9,4,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
16,9,5,Barley::RealV6_大麦_sample3,Barley
16,9,6,Barley::RealV6_大麦_sample9,Barley
16,9,7,Sorghum::RealV6_高粱_sample4,Sorghum
16,9,8,Cassava::RealV6_木薯_sample7,Cassava
16,9,9,Cassava::RealV6_木薯_sample4,Cassava
16,12,1,Sorghum::RealV6_高粱_sample3,Sorghum
16,12,2,Wheat::RealV6_小麦_sample5,Wheat
16,12,3,Paddy rice::RealV6_稻谷_sample8,Paddy rice
16,12,4,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
16,12,5,Barley::RealV6_大麦_sample3,Barley
16,12,6,Barley::RealV6_大麦_sample9,Barley
16,12,7,Sorghum::RealV6_高粱_sample4,Sorghum
16,12,8,Cassava::RealV6_木薯_sample7,Cassava
16,12,9,Cassava::RealV6_木薯_sample4,Cassava
16,12,10,Barley::RealV6_大麦_sample8,Barley
16,12,11,Sorghum::RealV6_高粱_sample9,Sorghum
16,12,12,Paddy rice::RealV6_稻谷_sample3,Paddy rice
17,3,1,Wheat::RealV6_小麦_sample2,Wheat
17,3,2,Sorghum::RealV6_高粱_sample7,Sorghum
17,3,3,Sorghum::RealV6_高粱_sample1,Sorghum
17,6,1,Wheat::RealV6_小麦_sample2,Wheat
17,6,2,Sorghum::RealV6_高粱_sample7,Sorghum
17,6,3,Sorghum::RealV6_高粱_sample1,Sorghum
17,6,4,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
17,6,5,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
17,6,6,Wheat::RealV6_小麦_sample3,Wheat
17,9,1,Wheat::RealV6_小麦_sample2,Wheat
17,9,2,Sorghum::RealV6_高粱_sample7,Sorghum
17,9,3,Sorghum::RealV6_高粱_sample1,Sorghum
17,9,4,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
17,9,5,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
17,9,6,Wheat::RealV6_小麦_sample3,Wheat
17,9,7,Paddy rice::RealV6_稻谷_sample5,Paddy rice
17,9,8,Brown rice::RealV6_糙米_sample8,Brown rice
17,9,9,Paddy rice::RealV6_稻谷_sample3,Paddy rice
17,12,1,Wheat::RealV6_小麦_sample2,Wheat
17,12,2,Sorghum::RealV6_高粱_sample7,Sorghum
17,12,3,Sorghum::RealV6_高粱_sample1,Sorghum
17,12,4,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
17,12,5,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
17,12,6,Wheat::RealV6_小麦_sample3,Wheat
17,12,7,Paddy rice::RealV6_稻谷_sample5,Paddy rice
17,12,8,Brown rice::RealV6_糙米_sample8,Brown rice
17,12,9,Paddy rice::RealV6_稻谷_sample3,Paddy rice
17,12,10,Barley::RealV6_大麦_sample8,Barley
17,12,11,Brown rice::RealV6_糙米_sample4,Brown rice
17,12,12,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
18,3,1,Barley::RealV6_大麦_sample1,Barley
18,3,2,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
18,3,3,Cassava::RealV6_木薯_sample7,Cassava
18,6,1,Barley::RealV6_大麦_sample1,Barley
18,6,2,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
18,6,3,Cassava::RealV6_木薯_sample7,Cassava
18,6,4,Wheat bran::RealV6_小麦麸_sample7,Wheat bran
18,6,5,Sorghum::RealV6_高粱_sample3,Sorghum
18,6,6,Cassava::RealV6_木薯_sample5,Cassava
18,9,1,Barley::RealV6_大麦_sample1,Barley
18,9,2,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
18,9,3,Cassava::RealV6_木薯_sample7,Cassava
18,9,4,Wheat bran::RealV6_小麦麸_sample7,Wheat bran
18,9,5,Sorghum::RealV6_高粱_sample3,Sorghum
18,9,6,Cassava::RealV6_木薯_sample5,Cassava
18,9,7,Rapeseed cake::RealV6_菜籽饼_sample5,Rapeseed cake
18,9,8,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
18,9,9,Wheat::RealV6_小麦_sample7,Wheat
18,12,1,Barley::RealV6_大麦_sample1,Barley
18,12,2,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
18,12,3,Cassava::RealV6_木薯_sample7,Cassava
18,12,4,Wheat bran::RealV6_小麦麸_sample7,Wheat bran
18,12,5,Sorghum::RealV6_高粱_sample3,Sorghum
18,12,6,Cassava::RealV6_木薯_sample5,Cassava
18,12,7,Rapeseed cake::RealV6_菜籽饼_sample5,Rapeseed cake
18,12,8,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
18,12,9,Wheat::RealV6_小麦_sample7,Wheat
18,12,10,Barley::RealV6_大麦_sample9,Barley
18,12,11,Brown rice::RealV6_糙米_sample1,Brown rice
18,12,12,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
19,3,1,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
19,3,2,Rice bran::RealV6_米糠_sample10,Rice bran
19,3,3,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
19,6,1,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
19,6,2,Rice bran::RealV6_米糠_sample10,Rice bran
19,6,3,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
19,6,4,Brown rice::RealV6_糙米_sample2,Brown rice
19,6,5,Brown rice::RealV6_糙米_sample8,Brown rice
19,6,6,Sorghum::RealV6_高粱_sample4,Sorghum
19,9,1,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
19,9,2,Rice bran::RealV6_米糠_sample10,Rice bran
19,9,3,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
19,9,4,Brown rice::RealV6_糙米_sample2,Brown rice
19,9,5,Brown rice::RealV6_糙米_sample8,Brown rice
19,9,6,Sorghum::RealV6_高粱_sample4,Sorghum
19,9,7,Rice bran::RealV6_米糠_sample3,Rice bran
19,9,8,Barley::RealV6_大麦_sample7,Barley
19,9,9,Barley::RealV6_大麦_sample4,Barley
19,12,1,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
19,12,2,Rice bran::RealV6_米糠_sample10,Rice bran
19,12,3,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
19,12,4,Brown rice::RealV6_糙米_sample2,Brown rice
19,12,5,Brown rice::RealV6_糙米_sample8,Brown rice
19,12,6,Sorghum::RealV6_高粱_sample4,Sorghum
19,12,7,Rice bran::RealV6_米糠_sample3,Rice bran
19,12,8,Barley::RealV6_大麦_sample7,Barley
19,12,9,Barley::RealV6_大麦_sample4,Barley
19,12,10,Sorghum::RealV6_高粱_sample10,Sorghum
19,12,11,Rice bran::RealV6_米糠_sample2,Rice bran
19,12,12,Wheat bran::RealV6_小麦麸_sample4,Wheat bran
20,3,1,Rice bran::RealV6_米糠_sample3,Rice bran
20,3,2,Barley::RealV6_大麦_sample10,Barley
20,3,3,Paddy rice::RealV6_稻谷_sample4,Paddy rice
20,6,1,Rice bran::RealV6_米糠_sample3,Rice bran
20,6,2,Barley::RealV6_大麦_sample10,Barley
20,6,3,Paddy rice::RealV6_稻谷_sample4,Paddy rice
20,6,4,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
20,6,5,Barley::RealV6_大麦_sample1,Barley
20,6,6,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
20,9,1,Rice bran::RealV6_米糠_sample3,Rice bran
20,9,2,Barley::RealV6_大麦_sample10,Barley
20,9,3,Paddy rice::RealV6_稻谷_sample4,Paddy rice
20,9,4,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
20,9,5,Barley::RealV6_大麦_sample1,Barley
20,9,6,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
20,9,7,Rice bran::RealV6_米糠_sample10,Rice bran
20,9,8,Cassava::RealV6_木薯_sample1,Cassava
20,9,9,Sorghum::RealV6_高粱_sample9,Sorghum
20,12,1,Rice bran::RealV6_米糠_sample3,Rice bran
20,12,2,Barley::RealV6_大麦_sample10,Barley
20,12,3,Paddy rice::RealV6_稻谷_sample4,Paddy rice
20,12,4,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
20,12,5,Barley::RealV6_大麦_sample1,Barley
20,12,6,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
20,12,7,Rice bran::RealV6_米糠_sample10,Rice bran
20,12,8,Cassava::RealV6_木薯_sample1,Cassava
20,12,9,Sorghum::RealV6_高粱_sample9,Sorghum
20,12,10,Wheat bran::RealV6_小麦麸_sample1,Wheat bran
20,12,11,Wheat bran::RealV6_小麦麸_sample6,Wheat bran
20,12,12,Brown rice::RealV6_糙米_sample4,Brown rice
21,3,1,Paddy rice::RealV6_稻谷_sample3,Paddy rice
21,3,2,Barley::RealV6_大麦_sample4,Barley
21,3,3,Barley::RealV6_大麦_sample5,Barley
21,6,1,Paddy rice::RealV6_稻谷_sample3,Paddy rice
21,6,2,Barley::RealV6_大麦_sample4,Barley
21,6,3,Barley::RealV6_大麦_sample5,Barley
21,6,4,Rice bran::RealV6_米糠_sample10,Rice bran
21,6,5,Sorghum::RealV6_高粱_sample10,Sorghum
21,6,6,Brown rice::RealV6_糙米_sample1,Brown rice
21,9,1,Paddy rice::RealV6_稻谷_sample3,Paddy rice
21,9,2,Barley::RealV6_大麦_sample4,Barley
21,9,3,Barley::RealV6_大麦_sample5,Barley
21,9,4,Rice bran::RealV6_米糠_sample10,Rice bran
21,9,5,Sorghum::RealV6_高粱_sample10,Sorghum
21,9,6,Brown rice::RealV6_糙米_sample1,Brown rice
21,9,7,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
21,9,8,Brown rice::RealV6_糙米_sample3,Brown rice
21,9,9,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
21,12,1,Paddy rice::RealV6_稻谷_sample3,Paddy rice
21,12,2,Barley::RealV6_大麦_sample4,Barley
21,12,3,Barley::RealV6_大麦_sample5,Barley
21,12,4,Rice bran::RealV6_米糠_sample10,Rice bran
21,12,5,Sorghum::RealV6_高粱_sample10,Sorghum
21,12,6,Brown rice::RealV6_糙米_sample1,Brown rice
21,12,7,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
21,12,8,Brown rice::RealV6_糙米_sample3,Brown rice
21,12,9,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
21,12,10,Wheat::RealV6_小麦_sample1,Wheat
21,12,11,Brown rice::RealV6_糙米_sample2,Brown rice
21,12,12,Paddy rice::RealV6_稻谷_sample6,Paddy rice
22,3,1,Barley::RealV6_大麦_sample9,Barley
22,3,2,Brown rice::RealV6_糙米_sample4,Brown rice
22,3,3,Paddy rice::RealV6_稻谷_sample3,Paddy rice
22,6,1,Barley::RealV6_大麦_sample9,Barley
22,6,2,Brown rice::RealV6_糙米_sample4,Brown rice
22,6,3,Paddy rice::RealV6_稻谷_sample3,Paddy rice
22,6,4,Cassava::RealV6_木薯_sample5,Cassava
22,6,5,Sorghum::RealV6_高粱_sample8,Sorghum
22,6,6,Wheat::RealV6_小麦_sample3,Wheat
22,9,1,Barley::RealV6_大麦_sample9,Barley
22,9,2,Brown rice::RealV6_糙米_sample4,Brown rice
22,9,3,Paddy rice::RealV6_稻谷_sample3,Paddy rice
22,9,4,Cassava::RealV6_木薯_sample5,Cassava
22,9,5,Sorghum::RealV6_高粱_sample8,Sorghum
22,9,6,Wheat::RealV6_小麦_sample3,Wheat
22,9,7,Brown rice::RealV6_糙米_sample6,Brown rice
22,9,8,Paddy rice::RealV6_稻谷_sample4,Paddy rice
22,9,9,Wheat bran::RealV6_小麦麸_sample4,Wheat bran
22,12,1,Barley::RealV6_大麦_sample9,Barley
22,12,2,Brown rice::RealV6_糙米_sample4,Brown rice
22,12,3,Paddy rice::RealV6_稻谷_sample3,Paddy rice
22,12,4,Cassava::RealV6_木薯_sample5,Cassava
22,12,5,Sorghum::RealV6_高粱_sample8,Sorghum
22,12,6,Wheat::RealV6_小麦_sample3,Wheat
22,12,7,Brown rice::RealV6_糙米_sample6,Brown rice
22,12,8,Paddy rice::RealV6_稻谷_sample4,Paddy rice
22,12,9,Wheat bran::RealV6_小麦麸_sample4,Wheat bran
22,12,10,Wheat::RealV6_小麦_sample7,Wheat
22,12,11,Barley::RealV6_大麦_sample5,Barley
22,12,12,Rice bran::RealV6_米糠_sample5,Rice bran
23,3,1,Sorghum::RealV6_高粱_sample2,Sorghum
23,3,2,Paddy rice::RealV6_稻谷_sample8,Paddy rice
23,3,3,Wheat::RealV6_小麦_sample6,Wheat
23,6,1,Sorghum::RealV6_高粱_sample2,Sorghum
23,6,2,Paddy rice::RealV6_稻谷_sample8,Paddy rice
23,6,3,Wheat::RealV6_小麦_sample6,Wheat
23,6,4,Cassava::RealV6_木薯_sample4,Cassava
23,6,5,Barley::RealV6_大麦_sample4,Barley
23,6,6,Brown rice::RealV6_糙米_sample4,Brown rice
23,9,1,Sorghum::RealV6_高粱_sample2,Sorghum
23,9,2,Paddy rice::RealV6_稻谷_sample8,Paddy rice
23,9,3,Wheat::RealV6_小麦_sample6,Wheat
23,9,4,Cassava::RealV6_木薯_sample4,Cassava
23,9,5,Barley::RealV6_大麦_sample4,Barley
23,9,6,Brown rice::RealV6_糙米_sample4,Brown rice
23,9,7,Sorghum::RealV6_高粱_sample9,Sorghum
23,9,8,Brown rice::RealV6_糙米_sample8,Brown rice
23,9,9,Wheat::RealV6_小麦_sample10,Wheat
23,12,1,Sorghum::RealV6_高粱_sample2,Sorghum
23,12,2,Paddy rice::RealV6_稻谷_sample8,Paddy rice
23,12,3,Wheat::RealV6_小麦_sample6,Wheat
23,12,4,Cassava::RealV6_木薯_sample4,Cassava
23,12,5,Barley::RealV6_大麦_sample4,Barley
23,12,6,Brown rice::RealV6_糙米_sample4,Brown rice
23,12,7,Sorghum::RealV6_高粱_sample9,Sorghum
23,12,8,Brown rice::RealV6_糙米_sample8,Brown rice
23,12,9,Wheat::RealV6_小麦_sample10,Wheat
23,12,10,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
23,12,11,Rice bran::RealV6_米糠_sample10,Rice bran
23,12,12,Rice bran::RealV6_米糠_sample1,Rice bran
24,3,1,Sorghum::RealV6_高粱_sample3,Sorghum
24,3,2,Barley::RealV6_大麦_sample10,Barley
24,3,3,Rice bran::RealV6_米糠_sample4,Rice bran
24,6,1,Sorghum::RealV6_高粱_sample3,Sorghum
24,6,2,Barley::RealV6_大麦_sample10,Barley
24,6,3,Rice bran::RealV6_米糠_sample4,Rice bran
24,6,4,Sorghum::RealV6_高粱_sample5,Sorghum
24,6,5,Cassava::RealV6_木薯_sample2,Cassava
24,6,6,Paddy rice::RealV6_稻谷_sample8,Paddy rice
24,9,1,Sorghum::RealV6_高粱_sample3,Sorghum
24,9,2,Barley::RealV6_大麦_sample10,Barley
24,9,3,Rice bran::RealV6_米糠_sample4,Rice bran
24,9,4,Sorghum::RealV6_高粱_sample5,Sorghum
24,9,5,Cassava::RealV6_木薯_sample2,Cassava
24,9,6,Paddy rice::RealV6_稻谷_sample8,Paddy rice
24,9,7,Cassava::RealV6_木薯_sample10,Cassava
24,9,8,Brown rice::RealV6_糙米_sample3,Brown rice
24,9,9,Brown rice::RealV6_糙米_sample4,Brown rice
24,12,1,Sorghum::RealV6_高粱_sample3,Sorghum
24,12,2,Barley::RealV6_大麦_sample10,Barley
24,12,3,Rice bran::RealV6_米糠_sample4,Rice bran
24,12,4,Sorghum::RealV6_高粱_sample5,Sorghum
24,12,5,Cassava::RealV6_木薯_sample2,Cassava
24,12,6,Paddy rice::RealV6_稻谷_sample8,Paddy rice
24,12,7,Cassava::RealV6_木薯_sample10,Cassava
24,12,8,Brown rice::RealV6_糙米_sample3,Brown rice
24,12,9,Brown rice::RealV6_糙米_sample4,Brown rice
24,12,10,Cassava::RealV6_木薯_sample8,Cassava
24,12,11,Rice bran::RealV6_米糠_sample2,Rice bran
24,12,12,Barley::RealV6_大麦_sample7,Barley
25,3,1,Rapeseed cake::RealV6_菜籽饼_sample5,Rapeseed cake
25,3,2,Wheat bran::RealV6_小麦麸_sample8,Wheat bran
25,3,3,Sorghum::RealV6_高粱_sample3,Sorghum
25,6,1,Rapeseed cake::RealV6_菜籽饼_sample5,Rapeseed cake
25,6,2,Wheat bran::RealV6_小麦麸_sample8,Wheat bran
25,6,3,Sorghum::RealV6_高粱_sample3,Sorghum
25,6,4,Paddy rice::RealV6_稻谷_sample7,Paddy rice
25,6,5,Brown rice::RealV6_糙米_sample5,Brown rice
25,6,6,Wheat::RealV6_小麦_sample10,Wheat
25,9,1,Rapeseed cake::RealV6_菜籽饼_sample5,Rapeseed cake
25,9,2,Wheat bran::RealV6_小麦麸_sample8,Wheat bran
25,9,3,Sorghum::RealV6_高粱_sample3,Sorghum
25,9,4,Paddy rice::RealV6_稻谷_sample7,Paddy rice
25,9,5,Brown rice::RealV6_糙米_sample5,Brown rice
25,9,6,Wheat::RealV6_小麦_sample10,Wheat
25,9,7,Sorghum::RealV6_高粱_sample5,Sorghum
25,9,8,Sorghum::RealV6_高粱_sample6,Sorghum
25,9,9,Brown rice::RealV6_糙米_sample4,Brown rice
25,12,1,Rapeseed cake::RealV6_菜籽饼_sample5,Rapeseed cake
25,12,2,Wheat bran::RealV6_小麦麸_sample8,Wheat bran
25,12,3,Sorghum::RealV6_高粱_sample3,Sorghum
25,12,4,Paddy rice::RealV6_稻谷_sample7,Paddy rice
25,12,5,Brown rice::RealV6_糙米_sample5,Brown rice
25,12,6,Wheat::RealV6_小麦_sample10,Wheat
25,12,7,Sorghum::RealV6_高粱_sample5,Sorghum
25,12,8,Sorghum::RealV6_高粱_sample6,Sorghum
25,12,9,Brown rice::RealV6_糙米_sample4,Brown rice
25,12,10,Barley::RealV6_大麦_sample6,Barley
25,12,11,Brown rice::RealV6_糙米_sample9,Brown rice
25,12,12,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
26,3,1,Barley::RealV6_大麦_sample9,Barley
26,3,2,Brown rice::RealV6_糙米_sample3,Brown rice
26,3,3,Brown rice::RealV6_糙米_sample6,Brown rice
26,6,1,Barley::RealV6_大麦_sample9,Barley
26,6,2,Brown rice::RealV6_糙米_sample3,Brown rice
26,6,3,Brown rice::RealV6_糙米_sample6,Brown rice
26,6,4,Paddy rice::RealV6_稻谷_sample6,Paddy rice
26,6,5,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
26,6,6,Cassava::RealV6_木薯_sample9,Cassava
26,9,1,Barley::RealV6_大麦_sample9,Barley
26,9,2,Brown rice::RealV6_糙米_sample3,Brown rice
26,9,3,Brown rice::RealV6_糙米_sample6,Brown rice
26,9,4,Paddy rice::RealV6_稻谷_sample6,Paddy rice
26,9,5,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
26,9,6,Cassava::RealV6_木薯_sample9,Cassava
26,9,7,Cassava::RealV6_木薯_sample5,Cassava
26,9,8,Wheat::RealV6_小麦_sample6,Wheat
26,9,9,Wheat::RealV6_小麦_sample7,Wheat
26,12,1,Barley::RealV6_大麦_sample9,Barley
26,12,2,Brown rice::RealV6_糙米_sample3,Brown rice
26,12,3,Brown rice::RealV6_糙米_sample6,Brown rice
26,12,4,Paddy rice::RealV6_稻谷_sample6,Paddy rice
26,12,5,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
26,12,6,Cassava::RealV6_木薯_sample9,Cassava
26,12,7,Cassava::RealV6_木薯_sample5,Cassava
26,12,8,Wheat::RealV6_小麦_sample6,Wheat
26,12,9,Wheat::RealV6_小麦_sample7,Wheat
26,12,10,Barley::RealV6_大麦_sample4,Barley
26,12,11,Paddy rice::RealV6_稻谷_sample11,Paddy rice
26,12,12,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
27,3,1,Brown rice::RealV6_糙米_sample7,Brown rice
27,3,2,Wheat::RealV6_小麦_sample10,Wheat
27,3,3,Sorghum::RealV6_高粱_sample3,Sorghum
27,6,1,Brown rice::RealV6_糙米_sample7,Brown rice
27,6,2,Wheat::RealV6_小麦_sample10,Wheat
27,6,3,Sorghum::RealV6_高粱_sample3,Sorghum
27,6,4,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
27,6,5,Brown rice::RealV6_糙米_sample1,Brown rice
27,6,6,Rapeseed cake::RealV6_菜籽饼_sample8,Rapeseed cake
27,9,1,Brown rice::RealV6_糙米_sample7,Brown rice
27,9,2,Wheat::RealV6_小麦_sample10,Wheat
27,9,3,Sorghum::RealV6_高粱_sample3,Sorghum
27,9,4,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
27,9,5,Brown rice::RealV6_糙米_sample1,Brown rice
27,9,6,Rapeseed cake::RealV6_菜籽饼_sample8,Rapeseed cake
27,9,7,Sorghum::RealV6_高粱_sample5,Sorghum
27,9,8,Wheat::RealV6_小麦_sample6,Wheat
27,9,9,Wheat bran::RealV6_小麦麸_sample4,Wheat bran
27,12,1,Brown rice::RealV6_糙米_sample7,Brown rice
27,12,2,Wheat::RealV6_小麦_sample10,Wheat
27,12,3,Sorghum::RealV6_高粱_sample3,Sorghum
27,12,4,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
27,12,5,Brown rice::RealV6_糙米_sample1,Brown rice
27,12,6,Rapeseed cake::RealV6_菜籽饼_sample8,Rapeseed cake
27,12,7,Sorghum::RealV6_高粱_sample5,Sorghum
27,12,8,Wheat::RealV6_小麦_sample6,Wheat
27,12,9,Wheat bran::RealV6_小麦麸_sample4,Wheat bran
27,12,10,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
27,12,11,Rice bran::RealV6_米糠_sample5,Rice bran
27,12,12,Sorghum::RealV6_高粱_sample7,Sorghum
28,3,1,Paddy rice::RealV6_稻谷_sample2,Paddy rice
28,3,2,Cassava::RealV6_木薯_sample7,Cassava
28,3,3,Wheat::RealV6_小麦_sample4,Wheat
28,6,1,Paddy rice::RealV6_稻谷_sample2,Paddy rice
28,6,2,Cassava::RealV6_木薯_sample7,Cassava
28,6,3,Wheat::RealV6_小麦_sample4,Wheat
28,6,4,Brown rice::RealV6_糙米_sample5,Brown rice
28,6,5,Paddy rice::RealV6_稻谷_sample3,Paddy rice
28,6,6,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
28,9,1,Paddy rice::RealV6_稻谷_sample2,Paddy rice
28,9,2,Cassava::RealV6_木薯_sample7,Cassava
28,9,3,Wheat::RealV6_小麦_sample4,Wheat
28,9,4,Brown rice::RealV6_糙米_sample5,Brown rice
28,9,5,Paddy rice::RealV6_稻谷_sample3,Paddy rice
28,9,6,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
28,9,7,Wheat::RealV6_小麦_sample6,Wheat
28,9,8,Cassava::RealV6_木薯_sample2,Cassava
28,9,9,Cassava::RealV6_木薯_sample1,Cassava
28,12,1,Paddy rice::RealV6_稻谷_sample2,Paddy rice
28,12,2,Cassava::RealV6_木薯_sample7,Cassava
28,12,3,Wheat::RealV6_小麦_sample4,Wheat
28,12,4,Brown rice::RealV6_糙米_sample5,Brown rice
28,12,5,Paddy rice::RealV6_稻谷_sample3,Paddy rice
28,12,6,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
28,12,7,Wheat::RealV6_小麦_sample6,Wheat
28,12,8,Cassava::RealV6_木薯_sample2,Cassava
28,12,9,Cassava::RealV6_木薯_sample1,Cassava
28,12,10,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
28,12,11,Cassava::RealV6_木薯_sample4,Cassava
28,12,12,Brown rice::RealV6_糙米_sample7,Brown rice
29,3,1,Sorghum::RealV6_高粱_sample8,Sorghum
29,3,2,Brown rice::RealV6_糙米_sample3,Brown rice
29,3,3,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
29,6,1,Sorghum::RealV6_高粱_sample8,Sorghum
29,6,2,Brown rice::RealV6_糙米_sample3,Brown rice
29,6,3,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
